1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
2535	-0.272486	46.767637	0.829285	0.013163	1.9
2536	-0.285505	46.264076	0.835493	0.025445	1.8
2537	-0.293371	45.438428	0.845876	0.063963	1.5
2538	-0.291620	46.431767	0.833415	0.090929	1.7
2539	-0.282450	45.481062	0.845334	0.054167	1.5
2540	-0.312354	44.530356	0.857598	0.027735	1.6
2541	-0.289326	43.579695	0.870222	0.033674	1.4
2542	-0.278369	44.185168	0.862139	0.025036	1.5
2543	-0.276649	43.234470	0.874899	0.013464	1.4
2544	-0.274546	42.290340	0.887950	0.070932	1.4
2545	-0.282501	41.341130	0.901470	0.054109	1.8
2546	-0.299358	40.390425	0.915431	0.065132	1.5
2547	-0.265016	41.372276	0.901020	0.068171	1.4
2548	-0.260974	42.372276	0.886802	0.034575	1.3
2549	-0.271284	41.421571	0.900309	0.035440	1.5
2550	-0.289006	42.421571	0.886113	0.008447	1.5
2551	-0.279334	42.761368	0.881391	0.041344	1.5
2552	-0.257570	43.704297	0.868546	0.007276	1.5
2553	-0.285691	43.444563	0.872047	0.036911	1.4
2554	-0.277998	44.074914	0.863600	0.072168	1.5
2555	-0.297315	45.074816	0.850531	0.047336	2.2
2556	-0.312991	46.074816	0.837851	0.054677	1.4
2557	-0.290881	45.545888	0.844510	0.047065	1.3
2558	-0.312025	44.846840	0.853476	0.033912	1.4
2559	-0.282323	43.896134	0.865979	0.026924	1.3
2560	-0.275282	42.945430	0.878854	0.047422	1.3
2561	-0.273568	43.945430	0.865321	0.027288	1.3
2562	-0.299442	44.945430	0.852200	0.057878	1.4
2563	-0.265885	45.945425	0.839470	0.056082	1.5
2564	-0.297227	46.945425	0.827115	0.033575	1.5
2565	-0.278866	47.945393	0.815119	0.043681	1.4
2566	-0.306027	48.945393	0.803465	0.031892	1.3
2567	-0.277806	49.945393	0.792140	0.022577	1.4
2568	-0.269002	48.994713	0.802899	0.010338	1.3
2569	-0.283472	48.262136	0.811391	0.031638	1.4
2570	-0.273984	49.246984	0.800015	0.045610	1.3
2571	-0.295017	50.182362	0.789503	0.043773	1.4
2572	-0.268116	49.231657	0.800190	0.059245	1.6
2573	-0.307268	50.231562	0.788957	0.016859	2.2
2574	-0.301977	50.103410	0.790379	0.034224	1.6
2575	-0.258041	49.152799	0.801090	0.028697	2.9
2576	-0.300921	50.152420	0.789835	0.021374	1.5
2577	-0.287945	49.208052	0.800459	0.085341	1.3
2578	-0.280632	50.208052	0.789218	0.042726	1.4
2579	-0.310433	51.208052	0.778288	0.027265	1.3
2580	-0.279012	50.257347	0.788672	0.070582	1.3
2581	-0.262505	51.257347	0.777757	0.037013	1.4
2582	-0.300494	52.206479	0.767673	0.036146	1.3
2583	-0.296213	51.255773	0.777774	0.067261	1.6
2584	-0.309517	50.305075	0.788144	0.027582	1.6
2585	-0.275429	49.354388	0.798794	0.027928	1.4
2586	-0.305662	50.354385	0.787599	0.065698	1.3
2587	-0.294488	51.354370	0.776714	0.011912	1.3
2588	-0.323114	50.634003	0.784525	0.067012	1.3
2589	-0.288609	50.084328	0.790592	0.011864	1.3
2590	-0.297047	50.538055	0.785577	0.049769	1.3
2591	-0.280635	49.590761	0.796119	0.034118	1.5
2592	-0.261866	48.640060	0.806988	0.021704	2.2
2593	-0.306700	49.636899	0.795599	0.036046	2.2
2594	-0.289629	50.636835	0.784494	0.029474	1.9
2595	-0.280148	49.686129	0.795045	0.035517	1.3
2596	-0.287734	50.667503	0.784158	0.041620	1.5
2597	-0.302130	51.667503	0.773367	0.010746	1.3
2598	-0.280665	51.249779	0.777839	0.056145	1.3
2599	-0.281950	52.249758	0.767220	0.017199	1.4
2600	-0.269294	53.249757	0.756887	0.047923	1.4
2601	-0.290508	54.246405	0.746862	0.021868	1.4
2602	-0.290321	53.295700	0.756419	0.023889	1.4
2603	-0.291071	52.752712	0.761988	0.060978	1.4
2604	-0.307723	53.752712	0.751794	0.024275	2.6
2605	-0.307500	52.802007	0.761479	0.055048	1.5
2606	-0.309224	51.851302	0.771416	0.026669	1.5
2607	-0.308526	52.845084	0.761035	0.075014	1.3
2608	-0.277494	51.894402	0.770960	0.016580	1.3
2609	-0.306730	52.894346	0.760527	0.033253	1.3
2610	-0.282459	53.892946	0.750387	0.014676	1.3
2611	-0.293729	52.944025	0.760016	0.103103	1.4
2612	-0.286802	51.993458	0.769914	0.031195	3.8
2613	-0.245773	51.042753	0.780074	0.018297	1.6
2614	-0.303552	52.042611	0.769396	0.109075	1.3
2615	-0.290034	51.091908	0.779542	0.027062	1.3
2616	-0.283521	51.794408	0.772019	0.033341	1.4
2617	-0.308017	50.843926	0.782233	0.019772	1.3
2618	-0.247174	49.894792	0.792705	0.019981	1.3
2619	-0.322728	50.891703	0.781713	0.041115	1.3
2620	-0.293845	51.891699	0.770989	0.016510	1.3
2621	-0.277160	52.891655	0.760555	0.033245	1.3
2622	-0.310553	51.941250	0.770465	0.037857	1.3
2623	-0.278051	50.990545	0.780640	0.025921	1.7
2624	-0.287908	50.374147	0.787381	0.030791	1.3
2625	-0.286038	49.463877	0.797553	0.031533	1.3
2626	-0.270913	49.194300	0.800616	0.053849	1.3
2627	-0.296152	48.243595	0.811608	0.024831	1.5
2628	-0.320693	47.292890	0.822907	0.026632	1.2
2629	-0.285156	46.344365	0.834497	0.066621	1.4
2630	-0.296489	45.393660	0.846446	0.018741	1.5
2631	-0.321429	45.264394	0.848098	0.015904	1.4
2632	-0.301804	44.322583	0.860325	0.006325	2.0
2633	-0.286872	44.188261	0.862098	0.037007	2.4
2634	-0.322133	43.314949	0.873804	0.011009	1.1
2635	-0.286062	43.419602	0.872385	0.050486	1.6
2636	-0.288558	44.388125	0.859463	0.037395	1.5
2637	-0.311853	45.388083	0.846517	0.073305	1.4
2638	-0.307590	44.437378	0.858816	0.077374	1.3
2639	-0.317321	43.486673	0.871477	0.043114	1.2
2640	-0.305607	44.486673	0.858170	0.018810	1.5
2641	-0.282356	45.465494	0.845532	0.043641	1.3
2642	-0.295611	44.595782	0.856742	0.019609	1.2
2643	-0.300085	45.595502	0.843881	0.037695	1.8
2644	-0.281244	44.667967	0.855800	0.041562	1.5
2645	-0.253604	43.717262	0.868372	0.039791	1.4
2646	-0.267065	44.717076	0.855161	0.015848	1.7
2647	-0.285714	44.176792	0.862250	0.033937	1.5
2648	-0.311988	43.226379	0.875009	0.072508	1.3
2649	-0.316378	42.275673	0.888156	0.045367	1.4
2650	-0.305124	41.324968	0.901704	0.031144	1.9
2651	-0.272514	41.285707	0.902272	0.027933	1.7
2652	-0.286018	40.338424	0.916207	0.013977	1.6
2653	-0.279280	41.323205	0.901729	0.077224	1.8
2654	-0.272598	40.373254	0.915687	0.023837	1.4
2655	-0.299101	41.373250	0.901006	0.042143	1.6
2656	-0.294771	42.373248	0.886789	0.027300	1.3
2657	-0.296102	43.373204	0.873013	0.018904	1.3
2658	-0.294562	44.371727	0.859679	0.036376	1.2
2659	-0.253557	43.421220	0.872363	0.024332	1.3
2660	-0.304918	44.421219	0.859028	0.017704	1.5
2661	-0.297806	45.420507	0.846104	0.078903	1.3
2662	-0.330867	44.469975	0.858388	0.034382	1.3
2663	-0.328706	45.469975	0.845475	0.058226	1.4
2664	-0.293891	44.519270	0.857743	0.031101	1.5
2665	-0.264826	43.568565	0.870372	0.063711	1.4
2666	-0.284908	42.617865	0.883379	0.023837	1.5
2667	-0.284547	41.667160	0.896780	0.058380	1.3
2668	-0.306926	40.716455	0.910595	0.046568	1.6
2669	-0.263651	41.716455	0.896075	0.035873	1.4
2670	-0.292582	40.777907	0.909689	0.086494	1.4
2671	-0.301868	41.777907	0.895198	0.021352	1.3
2672	-0.297755	40.827220	0.908963	0.020119	1.5
2673	-0.271116	40.024601	0.920918	0.010038	2.0
2674	-0.287693	39.883509	0.923052	0.015729	1.7
2675	-0.283887	39.940446	0.922190	0.037303	1.3
2676	-0.286459	40.940351	0.907303	0.010877	1.4
2677	-0.298895	39.993608	0.921386	0.007308	1.3
2678	-0.318011	39.682337	0.926113	0.056598	1.3
2679	-0.294384	40.668727	0.911299	0.040877	1.3
2680	-0.286994	39.718021	0.925568	0.013918	1.3
2681	-0.309286	40.700703	0.910827	0.004300	1.3
2682	-0.298333	40.914138	0.907687	0.059445	1.3
2683	-0.289162	41.564309	0.898255	0.029426	1.3
2684	-0.288536	40.615831	0.912082	0.010166	1.6
2685	-0.275134	39.675067	0.926223	0.029235	1.5
2686	-0.293493	40.650317	0.911572	0.028008	1.7
2687	-0.320342	39.699657	0.925848	0.041831	1.4
2688	-0.299453	40.694148	0.910924	0.020215	1.4
2689	-0.287391	41.694147	0.896394	0.028859	1.6
2690	-0.283004	42.693907	0.882324	0.034441	1.6
2691	-0.295936	43.693907	0.868686	0.047590	2.8
2692	-0.274274	44.693907	0.855462	0.018696	3.4
2693	-0.262244	45.693906	0.842636	0.077879	1.7
2694	-0.317910	44.743201	0.854821	0.072162	1.6
2695	-0.302500	45.743201	0.842013	0.087067	1.6
2696	-0.307310	46.743201	0.829584	0.034885	1.7
2697	-0.293556	47.743201	0.817516	0.013861	1.4
2698	-0.284656	48.740503	0.805825	0.035513	1.4
2699	-0.273162	47.819161	0.816614	0.062579	1.5
2700	-0.328099	46.868456	0.828053	0.020298	1.4
2701	-0.287964	47.846699	0.816287	0.071529	1.6
2702	-0.302282	48.846683	0.804600	0.029487	1.3
2703	-0.319073	47.895978	0.815703	0.014092	1.2
2704	-0.287923	46.954038	0.827010	0.010677	1.6
2705	-0.285377	46.170415	0.836658	0.025048	1.3
2706	-0.303127	45.927202	0.839699	0.038447	1.3
2707	-0.296919	46.927195	0.827337	0.043475	1.3
2708	-0.254746	47.927195	0.815334	0.044421	1.1
2709	-0.275122	46.976490	0.826737	0.030409	1.3
2710	-0.302689	46.472145	0.832917	0.020260	1.6
2711	-0.289815	47.467241	0.820811	0.014367	2.3
2712	-0.285289	47.322945	0.822545	0.022105	1.7
2713	-0.287351	47.712378	0.817883	0.025887	1.6
2714	-0.324549	48.711381	0.806162	0.040022	1.6
2715	-0.268440	47.760675	0.817308	0.036905	1.2
2716	-0.319801	47.670699	0.818379	0.051044	1.3
2717	-0.305150	46.719994	0.829868	0.012790	1.3
2718	-0.271584	45.787560	0.841454	0.021620	1.8
2719	-0.297487	46.729936	0.829746	0.017244	1.3
2720	-0.318591	45.784396	0.841494	0.032461	1.7
2721	-0.286924	45.755524	0.841858	0.031663	1.4
2722	-0.282922	44.804829	0.854021	0.072703	1.3
2723	-0.309399	45.804829	0.841237	0.016259	1.4
2724	-0.286032	44.854123	0.853381	0.047430	1.2
2725	-0.290881	43.916671	0.865705	0.035446	1.3
2726	-0.293088	44.914896	0.852594	0.023133	1.7
2727	-0.311598	43.964209	0.865071	0.033167	1.5
2728	-0.299219	43.015515	0.877891	0.026877	3.0
2729	-0.282461	43.901949	0.865901	0.019973	3.7
2730	-0.293268	44.901097	0.852773	0.009441	1.6
2731	-0.256416	45.618123	0.843594	0.013329	1.3
2732	-0.313687	46.182567	0.836507	0.053461	1.3
2733	-0.274474	47.182535	0.824239	0.034720	1.5
2734	-0.291112	46.231842	0.835894	0.055008	1.2
2735	-0.340213	47.231842	0.823643	0.043468	1.2
2736	-0.283700	46.281161	0.835281	0.029215	1.3
2737	-0.289128	45.330528	0.847252	0.062943	1.2
2738	-0.271071	46.330528	0.834669	0.071934	1.2
2739	-0.291269	45.379823	0.846623	0.022907	1.5
2740	-0.307356	44.756971	0.854642	0.018268	1.4
2741	-0.292891	43.832270	0.866832	0.013121	1.5
2742	-0.275818	44.811632	0.853932	0.008365	1.3
2743	-0.291376	44.515292	0.857795	0.037761	1.4
2744	-0.258664	45.508955	0.844979	0.048223	1.4
2745	-0.313488	44.558250	0.857233	0.020010	1.6
2746	-0.309250	45.558250	0.844353	0.065131	1.2
2747	-0.276882	44.607984	0.856583	0.068349	1.2
2748	-0.281831	43.657279	0.869178	0.008164	1.4
2749	-0.316937	42.714479	0.882039	0.006461	2.8
2750	-0.294832	42.977451	0.878414	0.086356	2.4
2751	-0.284887	42.154416	0.889861	0.046591	1.8
2752	-0.309399	41.203712	0.903462	0.013985	1.5
2753	-0.296180	42.203705	0.889167	0.019036	1.3
2754	-0.299061	41.328328	0.901655	0.024186	1.3
2755	-0.267180	40.920957	0.907587	0.007406	1.3
2756	-0.290596	40.556941	0.912954	0.025163	1.3
2757	-0.296272	41.447667	0.899932	0.024063	2.1
2758	-0.318185	40.497494	0.913837	0.040631	1.7
2759	-0.303142	39.547838	0.928170	0.044807	1.7
2760	-0.282761	38.597133	0.942976	0.041149	1.3
2761	-0.285719	37.646428	0.958263	0.043888	1.4
2762	-0.302125	37.929841	0.953654	0.072337	1.4
2763	-0.285049	36.979136	0.969291	0.035143	1.4
2764	-0.300254	37.979136	0.952857	0.019499	1.4
2765	-0.255787	38.979109	0.936971	0.018057	1.5
2766	-0.303905	38.034106	0.951970	0.035335	2.7
2767	-0.302176	37.083482	0.967550	0.014485	1.8
2768	-0.296895	36.134881	0.983614	0.060418	1.7
2769	-0.300966	37.134881	0.966695	0.016402	1.3
2770	-0.281296	38.134626	0.950351	0.025729	1.4
2771	-0.282123	37.626755	0.958584	0.026852	1.5
2772	-0.290282	36.713433	0.973754	0.022625	1.7
2773	-0.275816	35.807941	0.989275	0.038572	1.6
2774	-0.293043	36.807941	0.972162	0.027606	1.4
2775	-0.312046	37.782844	0.956039	0.026850	1.5
2776	-0.321555	37.172276	0.966073	0.038463	1.4
2777	-0.302672	38.153077	0.950055	0.050398	1.6
2778	-0.300086	39.153043	0.934262	0.039818	1.4
2779	-0.291557	38.202338	0.949264	0.064363	1.4
2780	-0.299128	37.251633	0.964757	0.021486	1.3
2781	-0.314423	38.246249	0.948561	0.028241	1.3
2782	-0.315286	37.339202	0.963309	0.005644	1.3
2783	-0.301218	37.779643	0.956091	0.025796	1.4
2784	-0.278131	38.458888	0.945169	0.036701	1.5
2785	-0.296165	39.458743	0.929538	0.031881	1.5
2786	-0.291463	40.391288	0.915418	0.029831	1.8
2787	-0.324782	39.440611	0.929816	0.062103	1.6
2788	-0.294538	40.440611	0.914683	0.062291	1.9
2789	-0.277423	39.489905	0.929059	0.066430	1.5
2790	-0.291934	40.489814	0.913951	0.018751	1.4
2791	-0.336966	41.489581	0.899329	0.028728	1.3
2792	-0.302470	42.489455	0.885165	0.042145	1.3
2793	-0.340009	43.489449	0.871440	0.024410	1.6
2794	-0.285755	42.587040	0.883807	0.053596	1.5
2795	-0.259402	41.636334	0.897222	0.152002	1.5
2796	-0.291417	42.636334	0.883122	0.049735	1.4
2797	-0.322500	43.636334	0.869459	0.045022	1.8
2798	-0.295207	44.636334	0.856213	0.067474	1.4
2799	-0.263653	45.636334	0.843364	0.029101	1.5
2800	-0.304396	46.636334	0.830895	0.023270	1.5
2801	-0.306439	45.686348	0.842731	0.016866	1.5
2802	-0.288545	44.742892	0.854825	0.040975	1.6
2803	-0.312021	45.742883	0.842017	0.026467	1.9
2804	-0.301835	44.792423	0.854182	0.038220	1.5
2805	-0.302807	43.841718	0.866705	0.032384	1.7
2806	-0.333996	44.841718	0.853542	0.034407	1.6
2807	-0.280432	43.891037	0.866047	0.027977	1.6
2808	-0.309144	42.940333	0.878924	0.012705	1.4
2809	-0.274717	42.019927	0.891760	0.069619	1.5
2810	-0.331759	42.999004	0.878118	0.070664	1.3
2811	-0.269325	43.999004	0.864608	0.018346	1.4
2812	-0.284110	44.998996	0.851508	0.019151	1.2
2813	-0.298992	44.305808	0.860546	0.030553	1.4
2814	-0.285965	45.305383	0.847573	0.045820	1.3
2815	-0.289513	46.278893	0.835309	0.058944	1.3
2816	-0.310686	47.268450	0.823201	0.061729	1.4
2817	-0.310753	46.317943	0.834825	0.050399	1.4
2818	-0.313919	45.367237	0.846783	0.028834	1.5
2819	-0.283101	46.367237	0.834214	0.032588	1.3
2820	-0.276634	45.672876	0.842902	0.062016	1.3
2821	-0.308321	44.722181	0.855094	0.015105	1.3
2822	-0.294741	45.722170	0.842279	0.022922	1.4
2823	-0.271635	46.399849	0.833810	0.046543	1.5
2824	-0.300700	47.399849	0.821620	0.031123	1.4
2825	-0.292859	48.399849	0.809781	0.024370	1.4
2826	-0.279413	47.449145	0.821028	0.022170	4.0
2827	-0.303636	46.501638	0.832553	0.056532	1.3
2828	-0.285623	47.500731	0.820410	0.019174	1.5
2829	-0.294083	48.500722	0.808606	0.034075	1.3
2830	-0.294715	49.360660	0.798723	0.033519	1.3
2831	-0.292132	50.360491	0.787532	0.058798	1.3
2832	-0.281394	49.533795	0.796762	0.063473	1.3
2833	-0.328536	48.588032	0.807591	0.069377	1.3
2834	-0.316664	49.588032	0.796150	0.055407	1.3
2835	-0.285658	50.588032	0.785029	0.021030	1.4
2836	-0.282185	49.637327	0.795595	0.044230	1.8
2837	-0.254216	48.721449	0.806046	0.066971	1.3
2838	-0.337020	47.770743	0.817189	0.014232	1.3
2839	-0.285556	48.770743	0.805476	0.043220	1.6
2840	-0.287462	49.770605	0.794096	0.049414	1.6
2841	-0.286160	50.770605	0.783032	0.015153	1.6
2842	-0.267914	49.819906	0.793543	0.038854	1.5
2843	-0.252127	50.791664	0.782802	0.020618	1.4
2844	-0.261238	49.840961	0.793308	0.050343	2.7
2845	-0.275106	48.890256	0.804099	0.031904	2.1
2846	-0.280388	48.437615	0.809340	0.053850	1.3
2847	-0.334778	47.486910	0.820575	0.038903	1.1
2848	-0.305488	46.536204	0.832127	0.022679	1.3
2849	-0.297821	47.536199	0.819985	0.058148	1.4
2850	-0.315319	47.235428	0.823600	0.042629	1.6
2851	-0.312508	48.235428	0.811704	0.066651	1.4
2852	-0.274436	49.235428	0.800147	0.028305	1.3
2853	-0.308195	48.284723	0.811126	0.009485	1.3
2854	-0.311236	47.399529	0.821624	0.004943	1.4
2855	-0.270597	47.624643	0.818928	0.116097	1.4
2856	-0.329212	46.674880	0.830421	0.030814	1.7
2857	-0.306940	47.674880	0.818329	0.051783	1.3
2858	-0.298867	48.668413	0.806659	0.056865	1.6
2859	-0.312017	49.667748	0.795252	0.003863	1.4
2860	-0.292001	50.523311	0.785739	0.065088	1.4
2861	-0.278398	51.496430	0.775192	0.037943	1.3
2862	-0.306692	50.545725	0.785493	0.022946	1.4
2863	-0.322843	51.545525	0.774668	0.071742	1.6
2864	-0.305869	52.545525	0.764134	0.075515	1.8
2865	-0.269089	53.545525	0.753884	0.048030	1.6
2866	-0.320171	54.545525	0.743905	0.021957	2.2
2867	-0.313299	53.594836	0.753386	0.055469	1.4
2868	-0.289755	52.644131	0.763111	0.016507	1.3
2869	-0.283274	53.644130	0.752888	0.047207	1.5
2870	-0.301973	54.644126	0.742935	0.029531	1.4
2871	-0.280872	53.693420	0.752391	0.012183	1.4
2872	-0.276973	54.589623	0.743471	0.042274	1.6
2873	-0.296951	53.639813	0.752932	0.030257	1.6
2874	-0.273011	52.689132	0.762645	0.015605	1.3
2875	-0.269250	51.744615	0.772548	0.020328	1.3
2876	-0.292858	50.830298	0.782381	0.062824	1.4
2877	-0.268492	49.879695	0.792874	0.030248	1.3
2878	-0.275589	48.929014	0.803653	0.018586	1.3
2879	-0.296159	49.810241	0.793652	0.015089	1.3
2880	-0.302648	50.794320	0.782773	0.014942	1.4
2881	-0.282134	50.007752	0.791444	0.027380	1.4
2882	-0.329498	49.232948	0.800175	0.087590	1.5
2883	-0.284634	48.282243	0.811156	0.028639	1.5
2884	-0.274511	47.331537	0.822441	0.018950	1.5
2885	-0.310648	48.225108	0.811825	0.034708	1.6
2886	-0.295894	47.629273	0.818873	0.030155	1.7
2887	-0.284396	46.678569	0.830376	0.008225	1.6
2888	-0.283730	45.853038	0.840630	0.024091	1.5
2889	-0.274519	45.435256	0.845916	0.013846	1.3
2890	-0.289177	44.487747	0.858156	0.104707	1.5
2891	-0.271772	43.681952	0.868846	0.048878	1.2
2892	-0.276169	42.731246	0.881807	0.016633	1.2
2893	-0.297800	43.731194	0.868185	0.033709	1.4
2894	-0.296066	44.724298	0.855067	0.060261	1.2
2895	-0.287176	44.756175	0.854652	0.015330	1.6
2896	-0.300328	43.805470	0.867190	0.064216	1.6
2897	-0.295138	44.805469	0.854012	0.078276	1.6
2898	-0.318959	43.854764	0.866531	0.019930	1.3
2899	-0.281729	42.904059	0.879423	0.022224	1.2
2900	-0.277238	41.998515	0.892063	0.037695	1.2
2901	-0.314772	41.047813	0.905732	0.052076	1.4
2902	-0.286725	42.047813	0.891366	0.024075	1.3
2903	-0.293327	43.005889	0.878023	0.066266	1.4
2904	-0.277030	42.055184	0.891262	0.049500	1.7
2905	-0.268414	43.055184	0.877348	0.054324	3.3
2906	-0.280472	42.104480	0.890566	0.068959	1.7
2907	-0.292638	43.104480	0.876673	0.015558	1.5
2908	-0.274159	44.104417	0.863208	0.052106	1.5
2909	-0.282086	45.104248	0.850152	0.029903	1.3
2910	-0.299218	44.153966	0.862552	0.017992	1.3
2911	-0.263509	44.918113	0.852553	0.022792	1.4
2912	-0.286191	45.916055	0.839838	0.049379	1.5
2913	-0.306710	46.725030	0.829807	0.025300	1.3
2914	-0.275627	45.774330	0.841621	0.016638	1.6
2915	-0.299338	46.759752	0.829381	0.049367	1.5
2916	-0.280450	45.809050	0.841184	0.063488	1.6
2917	-0.310843	44.858344	0.853327	0.085392	1.4
2918	-0.303073	45.849930	0.840669	0.040660	1.5
2919	-0.302537	44.899225	0.852797	0.013654	1.4
2920	-0.298902	44.839908	0.853565	0.031825	1.5
2921	-0.269356	45.805971	0.841222	0.003925	1.4
2922	-0.305037	45.101680	0.850185	0.014389	1.3
2923	-0.285056	45.485035	0.845283	0.011691	1.7
2924	-0.318739	46.368954	0.834192	0.057711	3.8
2925	-0.279947	47.368856	0.821992	0.067066	1.5
2926	-0.313191	48.368856	0.810143	0.049698	1.4
2927	-0.339256	47.418150	0.821400	0.044426	1.4
2928	-0.282626	46.467445	0.832975	0.033497	1.4
2929	-0.283281	47.467445	0.820809	0.013850	1.4
2930	-0.290111	46.517011	0.832363	0.065114	1.4
2931	-0.314866	47.472469	0.820748	0.025438	1.5
2932	-0.256487	48.472469	0.808934	0.027204	1.3
2933	-0.284928	49.472380	0.797457	0.022036	1.5
2934	-0.294921	48.521794	0.808361	0.028640	1.6
2935	-0.277263	49.521726	0.796899	0.029681	1.3
2936	-0.334198	48.571021	0.807789	0.054691	1.6
2937	-0.295812	47.620316	0.818980	0.034160	1.4
2938	-0.291184	48.620316	0.807217	0.050201	1.3
2939	-0.292350	47.728402	0.817692	0.047455	1.5
2940	-0.325856	46.777697	0.829162	0.003313	1.3
2941	-0.327218	46.364954	0.834242	0.105886	1.4
2942	-0.325110	47.362484	0.822069	0.053062	1.5
2943	-0.298167	48.362484	0.810217	0.050700	1.6
2944	-0.297702	47.411779	0.821477	0.033281	2.1
2945	-0.308350	48.411779	0.809642	0.015546	1.6
2946	-0.275913	49.240069	0.800094	0.081314	1.3
2947	-0.305466	48.289675	0.811069	0.082408	1.4
2948	-0.294329	49.289675	0.799530	0.026538	1.5
2949	-0.296843	50.289675	0.788314	0.029599	1.6
2950	-0.316344	49.338983	0.798969	0.017938	1.4
2951	-0.294726	48.400468	0.809774	0.075590	1.5
2952	-0.315415	49.400468	0.798271	0.005026	1.4
2953	-0.264519	48.465299	0.809018	0.041623	1.3
2954	-0.297940	49.315340	0.799238	0.073183	1.6
2955	-0.275631	49.047011	0.802299	0.040089	1.4
2956	-0.300413	48.096305	0.813338	0.051912	1.5
2957	-0.302582	47.145600	0.824685	0.043562	1.3
2958	-0.298872	48.145600	0.812758	0.037601	1.3
2959	-0.276891	49.145600	0.801172	0.016345	1.3
2960	-0.291652	48.244615	0.811596	0.044419	1.3
2961	-0.305919	48.673289	0.806603	0.047017	1.4
2962	-0.296016	49.673289	0.795190	0.024965	1.9
2963	-0.278793	50.670264	0.784128	0.022001	3.7
2964	-0.333678	49.723828	0.794621	0.077072	1.4
2965	-0.305040	48.773123	0.805449	0.005577	1.3
2966	-0.271112	49.771545	0.794086	0.014691	1.3
2967	-0.291386	50.380649	0.787310	0.022349	1.2
2968	-0.281023	49.630741	0.795669	0.011372	1.3
2969	-0.341517	49.882875	0.792839	0.042497	1.3
2970	-0.272905	50.882442	0.781814	0.028996	1.3
2971	-0.298877	49.931847	0.792291	0.042640	1.3
2972	-0.285743	49.019386	0.802616	0.058788	1.3
2973	-0.292058	50.019386	0.791315	0.068995	1.5
2974	-0.317769	51.019386	0.780327	0.018059	1.3
2975	-0.287469	50.068732	0.790765	0.023429	1.6
2976	-0.280820	51.061116	0.779875	0.068741	1.4
2977	-0.297826	52.061116	0.769201	0.005683	1.3
2978	-0.314346	51.112074	0.779324	0.078974	1.5
2979	-0.277919	50.660155	0.784239	0.064909	1.7
2980	-0.292588	49.709449	0.794783	0.046959	1.4
2981	-0.323628	50.704688	0.783752	0.064470	1.6
2982	-0.280845	49.753983	0.794283	0.017199	1.9
2983	-0.301764	50.752146	0.783233	0.020810	2.9
2984	-0.317142	51.722189	0.772786	0.023112	1.4
2985	-0.282733	50.785904	0.782865	0.025725	1.5
2986	-0.278874	49.835297	0.793371	0.024412	1.5
2987	-0.313727	50.509415	0.785892	0.038115	1.3
2988	-0.314979	50.180898	0.789519	0.008145	1.4
2989	-0.295719	49.243239	0.800058	0.023754	1.5
2990	-0.265145	50.127195	0.790115	0.020567	1.3
2991	-0.310763	49.178204	0.800800	0.074617	1.2
2992	-0.309789	48.968956	0.803194	0.029296	1.5
2993	-0.304581	48.117493	0.813089	0.037676	1.2
2994	-0.267922	47.166788	0.824429	0.107790	1.4
2995	-0.310144	48.166788	0.812510	0.013740	1.3
2996	-0.309379	47.216083	0.823833	0.038572	1.3
2997	-0.308021	47.685041	0.818208	0.021474	1.5
2998	-0.295295	48.673393	0.806602	0.010933	1.3
2999	-0.282465	48.941274	0.803512	0.041894	1.5
