1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
36	-0.169170	0.683656	8.742648	0.007604	1.4
37	-0.156655	0.000000	9.027265	0.004103	2.5
38	-0.179349	0.850390	8.675936	0.016035	3.4
39	-0.172435	1.482826	8.431884	0.005047	1.9
40	-0.172297	2.482825	8.072818	0.003760	1.8
41	-0.174086	3.408670	7.766608	0.007280	1.5
42	-0.168339	3.182717	7.839176	0.010420	1.8
43	-0.170921	2.239223	8.157440	0.002837	1.5
44	-0.165986	1.520138	8.417914	0.018577	1.3
45	-0.178113	2.459995	8.080674	0.007305	1.4
46	-0.156288	1.516468	8.419285	0.006355	1.6
47	-0.199039	2.509226	8.063752	0.004729	1.6
48	-0.179662	3.479667	7.744083	0.003153	1.5
49	-0.151120	4.342784	7.480337	0.004734	1.4
50	-0.191368	4.850739	7.333352	0.009741	1.4
51	-0.187567	3.907536	7.611053	0.012283	1.6
52	-0.158938	2.964003	7.910722	0.022024	1.4
53	-0.201834	2.020470	8.234957	0.012336	1.4
54	-0.201148	3.020470	7.892126	0.002533	1.4
55	-0.157424	3.955884	7.596308	0.005230	1.7
56	-0.174082	3.237228	7.821545	0.016480	2.9
57	-0.183825	4.237219	7.511627	0.014257	1.6
58	-0.192608	3.338417	7.789026	0.008367	1.5
59	-0.171223	2.399200	8.101669	0.011837	1.6
60	-0.181166	3.399200	7.769623	0.012695	1.7
61	-0.164600	2.455723	8.082146	0.007690	1.4
62	-0.190459	1.512191	8.420885	0.007189	1.5
63	-0.163547	1.344624	8.484035	0.004893	1.5
64	-0.145632	1.659414	8.366173	0.006047	1.6
65	-0.195584	0.966072	8.630245	0.014954	1.6
66	-0.148106	0.022539	9.017587	0.004671	1.4
67	-0.205343	1.021665	8.608458	0.007397	1.3
68	-0.198858	2.018394	8.235699	0.013750	1.2
69	-0.196628	3.018394	7.892808	0.012193	1.5
70	-0.168287	2.074861	8.215546	0.019643	1.4
71	-0.181030	3.074861	7.874296	0.003660	1.6
72	-0.193677	4.069810	7.561788	0.007336	1.7
73	-0.194836	3.140158	7.852996	0.011398	1.7
74	-0.165230	4.140125	7.540638	0.008807	1.9
75	-0.185423	5.140121	7.252169	0.009585	1.9
76	-0.184143	4.196616	7.523732	0.006348	1.5
77	-0.162339	3.253279	7.816369	0.003585	1.6
78	-0.184989	4.085075	7.557186	0.010323	1.4
79	-0.176957	5.064584	7.273186	0.002953	1.4
80	-0.185635	6.046881	7.009036	0.006861	1.4
81	-0.185158	6.440186	6.908575	0.004195	1.4
82	-0.184090	6.279177	6.949351	0.009896	1.4
83	-0.169609	6.234794	6.960676	0.006182	1.6
84	-0.170129	7.234748	6.714158	0.005590	1.7
85	-0.183280	8.076146	6.519866	0.001319	1.6
86	-0.187308	8.132903	6.507164	0.005830	1.4
87	-0.153718	8.399529	6.448150	0.007880	1.4
88	-0.165730	9.398469	6.236254	0.010709	1.4
89	-0.180321	8.454957	6.436016	0.015077	1.4
90	-0.165503	9.454957	6.224687	0.012610	1.5
91	-0.177982	10.454957	6.026795	0.004268	1.3
92	-0.172474	9.511536	6.213144	0.004842	1.7
93	-0.156205	10.463987	6.025065	0.004645	1.6
94	-0.162621	9.973819	6.120413	0.005971	2.5
95	-0.195487	10.960042	5.931550	0.004276	1.7
96	-0.174090	10.185308	6.078907	0.011621	1.6
97	-0.181988	9.260410	6.264706	0.003785	1.6
98	-0.188239	10.114429	6.092754	0.007042	1.5
99	-0.168260	9.280697	6.260509	0.015122	1.6
100	-0.156886	9.257047	6.265402	0.008966	1.4
101	-0.162844	8.313514	6.467071	0.017095	1.5
102	-0.164192	7.371872	6.681708	0.010355	1.4
103	-0.172212	8.371872	6.454222	0.015781	1.4
104	-0.174452	8.754040	6.371322	0.010882	1.4
105	-0.198470	7.810507	6.579980	0.004643	1.4
106	-0.182240	6.867332	6.802681	0.003460	1.4
107	-0.172959	6.292323	6.946004	0.012210	1.4
108	-0.165324	5.655515	7.111946	0.013911	1.4
109	-0.162296	4.712036	7.372912	0.008712	1.3
110	-0.157479	5.712035	7.096897	0.004635	1.6
111	-0.175301	4.771001	7.356042	0.005606	1.5
112	-0.152517	3.853156	7.627706	0.012003	1.5
113	-0.161713	2.909639	7.928709	0.010024	1.5
114	-0.171196	3.909639	7.610410	0.004957	1.6
115	-0.173717	3.025506	7.890472	0.005078	1.5
116	-0.159092	2.359720	8.115362	0.011655	1.3
117	-0.162853	3.330889	7.791436	0.010426	1.4
118	-0.184886	2.387414	8.105752	0.001486	1.6
119	-0.177714	1.827884	8.304431	0.004696	1.5
120	-0.200333	2.367733	8.112579	0.008920	1.5
121	-0.168599	3.262214	7.813490	0.004376	1.4
122	-0.193643	2.323146	8.128087	0.010051	1.4
123	-0.175350	1.954218	8.258725	0.009129	1.6
124	-0.182886	1.010685	8.612752	0.002783	1.4
125	-0.164924	0.834654	8.682188	0.008446	1.7
126	-0.170598	0.090291	8.988618	0.010627	1.6
127	-0.163108	0.000000	9.027265	0.007950	1.7
128	-0.185870	0.000000	9.027265	0.000862	1.7
129	-0.173542	0.061506	9.000903	0.012835	1.8
130	-0.193785	0.484033	8.823882	0.009902	2.9
131	-0.180197	0.000000	9.027265	0.007908	3.7
132	-0.184018	0.000000	9.027265	0.012284	1.8
133	-0.152765	0.000000	9.027265	0.006474	1.5
134	-0.208281	0.000000	9.027265	0.004220	1.5
135	-0.159530	0.000000	9.027265	0.018432	1.6
136	-0.158116	0.000000	9.027265	0.010986	1.4
137	-0.205525	0.000000	9.027265	0.003602	1.2
138	-0.163425	0.958398	8.633260	0.003336	1.4
139	-0.189143	0.822957	8.686842	0.019490	1.4
140	-0.169813	0.000000	9.027265	0.006480	1.9
141	-0.176348	0.000000	9.027265	0.006341	1.6
142	-0.176192	0.000000	9.027265	0.005841	1.5
143	-0.164496	0.784189	8.702301	0.007660	1.4
144	-0.175345	1.126422	8.567701	0.007911	1.6
145	-0.167702	1.526442	8.415558	0.008484	1.7
146	-0.165871	2.499709	8.067018	0.008041	1.5
147	-0.160957	1.556463	8.404357	0.010395	1.7
148	-0.140096	2.556329	8.047628	0.011143	2.9
149	-0.170590	3.555789	7.720077	0.006610	1.7
150	-0.183255	2.612258	8.028566	0.005834	1.5
151	-0.164227	3.609037	7.703372	0.011999	1.3
152	-0.171870	4.292653	7.495164	0.004128	1.2
153	-0.173644	3.502488	7.736870	0.008888	1.3
154	-0.183394	2.888818	7.935620	0.010230	1.4
155	-0.215758	3.491337	7.740393	0.010956	1.5
156	-0.187762	4.491328	7.436748	0.024888	1.6
157	-0.168284	5.491328	7.156024	0.015431	1.5
158	-0.172532	4.547795	7.420310	0.010395	1.7
159	-0.154883	5.547795	7.140803	0.012379	1.7
160	-0.180297	4.604940	7.403750	0.004567	1.3
161	-0.170879	3.664456	7.686063	0.024873	1.5
162	-0.200691	4.663422	7.386878	0.017022	1.5
163	-0.154893	3.719889	7.668828	0.006295	1.9
164	-0.180532	2.776360	7.973154	0.003811	1.6
165	-0.178433	2.424482	8.092925	0.007840	1.5
166	-0.207363	2.570834	8.042676	0.008302	4.4
167	-0.167055	1.627585	8.377941	0.006108	1.6
168	-0.181479	2.626931	8.023580	0.011159	1.7
169	-0.190241	1.683440	8.357311	0.013480	1.4
170	-0.177425	0.739907	8.720027	0.002742	1.3
171	-0.182599	1.709171	8.347842	0.011337	1.6
172	-0.169917	2.692021	8.001537	0.012449	1.4
173	-0.190733	1.748547	8.333393	0.002760	1.6
174	-0.191474	0.815606	8.689769	0.013301	1.5
175	-0.180571	1.640236	8.373260	0.006163	1.7
176	-0.178572	2.640235	8.019065	0.003340	1.5
177	-0.193325	2.336316	8.123501	0.005961	1.4
178	-0.188934	2.649532	8.015912	0.009833	1.5
179	-0.174747	3.567687	7.716338	0.003864	1.5
180	-0.179339	3.237605	7.821424	0.007285	1.4
181	-0.191165	2.374007	8.110401	0.003075	1.4
182	-0.168989	2.093438	8.208937	0.022054	1.6
183	-0.187719	1.178322	8.547652	0.017773	2.5
184	-0.190209	2.178322	8.178874	0.009925	3.0
185	-0.184119	1.362073	8.477415	0.003230	1.7
186	-0.180874	1.583230	8.394396	0.009874	1.7
187	-0.193161	2.571271	8.042527	0.006354	1.5
188	-0.186566	3.571084	7.715271	0.009372	1.5
189	-0.190518	3.477200	7.744864	0.012899	1.4
190	-0.189811	2.549903	8.049824	0.010206	1.4
191	-0.169936	3.549903	7.721928	0.012059	1.4
192	-0.172791	4.549903	7.419698	0.005318	1.4
193	-0.184383	5.549882	7.140242	0.011116	1.6
194	-0.175164	6.545483	6.882166	0.003261	1.5
195	-0.162372	7.470961	6.658454	0.012824	1.3
196	-0.196408	6.585052	6.872293	0.011179	1.3
197	-0.179857	7.585052	6.631878	0.014844	1.4
198	-0.197203	6.641519	6.858255	0.011143	1.4
199	-0.193164	7.641512	6.618805	0.005740	2.2
200	-0.169723	6.698888	6.844050	0.005482	1.5
201	-0.200797	7.661185	6.614262	0.018753	1.8
202	-0.187192	6.717894	6.839357	0.007054	1.6
203	-0.179200	5.774361	7.080377	0.008753	1.7
204	-0.202505	6.773895	6.825567	0.015909	1.6
205	-0.185338	7.773895	6.588353	0.005953	1.4
206	-0.192445	6.834385	6.810733	0.003882	1.5
207	-0.206931	6.044914	7.009546	0.006204	1.4
208	-0.183668	6.935179	6.786159	0.012001	1.5
209	-0.143198	5.992378	7.023189	0.008462	1.3
210	-0.199463	5.048846	7.277581	0.006813	1.4
211	-0.206799	6.044602	7.009627	0.003121	1.3
212	-0.181743	6.181473	6.974330	0.008920	1.4
213	-0.167522	6.900680	6.794550	0.008946	1.4
214	-0.190069	7.900111	6.559579	0.009743	1.4
215	-0.157963	6.956579	6.780965	0.010964	1.6
216	-0.171346	6.013065	7.017811	0.011124	1.2
217	-0.162279	5.069532	7.271806	0.008863	1.2
218	-0.151028	4.128739	7.544054	0.004332	1.2
219	-0.170816	3.441568	7.756154	0.007480	1.3
220	-0.186535	2.516105	8.061393	0.009748	1.3
221	-0.184293	1.631501	8.376491	0.008975	2.8
222	-0.211039	0.687968	8.740910	0.011615	4.1
223	-0.198782	1.687968	8.355644	0.006365	1.5
224	-0.193650	2.685292	8.003810	0.012434	1.4
225	-0.188640	3.685266	7.679584	0.008217	1.4
226	-0.188898	2.741734	7.984782	0.005990	1.3
227	-0.199125	1.807985	8.311676	0.008831	1.2
228	-0.197558	2.747259	7.982925	0.003078	1.5
229	-0.181083	3.522313	7.730615	0.013944	1.4
230	-0.194704	4.504156	7.433007	0.010760	1.4
231	-0.174201	3.560623	7.718557	0.007027	1.6
232	-0.192993	2.617096	8.026921	0.012460	1.4
233	-0.139877	1.673566	8.360951	0.006639	1.5
234	-0.170633	0.735458	8.721812	0.004400	1.4
235	-0.225358	0.000000	9.027265	0.013934	1.5
236	-0.212224	0.000000	9.027265	0.010296	1.4
237	-0.172146	0.999999	8.616936	0.003763	1.5
238	-0.166944	0.060502	9.001332	0.005521	1.8
239	-0.193440	0.140270	8.967368	0.009103	1.8
240	-0.172289	0.000000	9.027265	0.004949	3.5
241	-0.179224	0.000000	9.027265	0.010350	1.6
242	-0.183837	0.566654	8.790078	0.005834	1.5
243	-0.200186	0.000000	9.027265	0.012093	1.2
244	-0.170951	0.000000	9.027265	0.006683	1.7
245	-0.172636	0.000000	9.027265	0.017925	1.3
246	-0.202651	0.925974	8.646027	0.006545	1.5
247	-0.201554	0.000000	9.027265	0.016274	1.7
248	-0.159579	0.997796	8.617798	0.008615	1.5
249	-0.187150	1.997796	8.243076	0.013076	1.7
250	-0.207138	2.997793	7.899584	0.009906	1.4
251	-0.202073	2.054260	8.222887	0.004843	1.4
252	-0.197716	1.151826	8.557876	0.009421	1.4
253	-0.167809	2.031419	8.231042	0.011210	1.5
254	-0.158797	3.030111	7.888959	0.010667	1.6
255	-0.198048	2.086578	8.211376	0.006279	1.8
256	-0.237023	2.838594	7.952339	0.009041	1.4
257	-0.197433	3.837195	7.632608	0.007659	1.7
258	-0.190342	4.836373	7.337430	0.008227	3.7
259	-0.193040	3.892873	7.615536	0.009055	1.4
260	-0.201829	4.892868	7.321421	0.015035	1.4
261	-0.187085	3.949335	7.598302	0.012313	1.4
262	-0.192496	3.010047	7.895552	0.007008	1.3
263	-0.174437	2.066514	8.218518	0.006250	1.2
264	-0.175402	1.135831	8.564060	0.002457	1.4
265	-0.171524	0.512787	8.812088	0.003279	1.2
266	-0.162592	1.013962	8.611470	0.009649	1.2
267	-0.205945	0.950037	8.636549	0.007295	1.4
268	-0.164047	0.009777	9.023064	0.001101	1.5
269	-0.188994	0.000000	9.027265	0.022580	1.5
270	-0.172150	0.000000	9.027265	0.011432	1.7
271	-0.194381	1.000000	8.616935	0.010482	1.4
272	-0.194195	1.998358	8.242874	0.008823	1.4
273	-0.157400	1.054825	8.595515	0.007529	1.5
274	-0.161915	2.054679	8.222738	0.005027	1.4
275	-0.172012	3.051701	7.881878	0.007246	1.4
276	-0.186822	2.157441	8.186249	0.004647	2.0
277	-0.225485	1.236179	8.525411	0.002999	3.3
278	-0.212123	0.873599	8.666730	0.007695	1.6
279	-0.174320	0.564032	8.791147	0.019583	1.6
280	-0.194067	1.564032	8.401538	0.013351	1.4
281	-0.170884	2.564032	8.044997	0.004050	1.4
282	-0.167399	3.563879	7.717534	0.005362	1.5
283	-0.193896	4.486260	7.438226	0.014202	1.4
284	-0.173365	3.542730	7.724184	0.007113	1.6
285	-0.181244	4.356237	7.476369	0.019610	1.7
286	-0.216601	5.354559	7.193160	0.017732	1.7
287	-0.187758	4.411026	7.460249	0.009558	1.4
288	-0.189353	3.469419	7.747326	0.007513	1.4
289	-0.185380	2.541860	8.052574	0.006368	1.5
290	-0.201808	3.541466	7.724582	0.008388	1.4
291	-0.185743	4.541219	7.422221	0.003265	1.5
292	-0.203453	5.321802	7.202112	0.004211	1.4
293	-0.188854	4.598987	7.405472	0.009410	3.0
294	-0.180576	3.693009	7.677176	0.014757	3.9
295	-0.158107	2.789816	7.968644	0.009532	1.5
296	-0.194466	1.851308	8.295918	0.014045	1.6
297	-0.188208	0.907775	8.653210	0.007718	1.9
298	-0.185512	0.000000	9.027265	0.006807	1.5
299	-0.194508	0.999241	8.617233	0.011147	1.5
300	-0.216975	1.999231	8.242561	0.007478	1.3
301	-0.164780	2.502116	8.066192	0.011949	1.4
302	-0.193295	1.558587	8.403566	0.008830	1.4
303	-0.177868	0.615054	8.770396	0.004341	1.7
304	-0.212653	0.757276	8.713066	0.006998	1.5
305	-0.195068	1.745436	8.334532	0.013260	1.5
306	-0.168359	1.020180	8.609038	0.007165	1.3
307	-0.168256	0.076647	8.994437	0.004045	1.7
308	-0.171494	0.000000	9.027265	0.002960	1.4
309	-0.176386	0.704810	8.734127	0.017641	1.3
310	-0.186567	0.000000	9.027265	0.006878	1.3
311	-0.180174	0.000000	9.027265	0.003094	1.4
312	-0.209911	0.927025	8.645613	0.007805	1.8
313	-0.205415	1.858732	8.293223	0.004534	2.6
314	-0.174071	2.846940	7.949556	0.012286	1.5
315	-0.171281	1.903486	8.277018	0.009182	1.6
316	-0.169822	2.903486	7.930750	0.007149	1.7
317	-0.178928	1.960037	8.256632	0.007194	1.6
318	-0.181909	2.958787	7.912445	0.011773	1.5
319	-0.180862	3.930424	7.604065	0.011406	1.3
320	-0.175084	4.930424	7.310817	0.002108	1.3
321	-0.187321	5.072573	7.270958	0.015108	1.4
322	-0.188715	4.274430	7.500568	0.016336	1.4
323	-0.160291	3.330901	7.791432	0.006394	1.5
324	-0.172522	2.390985	8.104514	0.006309	1.7
325	-0.181365	1.450302	8.444099	0.006616	1.4
326	-0.183704	0.511225	8.812728	0.009299	1.4
327	-0.188527	1.416738	8.456742	0.009317	1.5
328	-0.214025	0.473209	8.828330	0.007120	1.3
329	-0.171386	0.000000	9.027265	0.004635	1.5
330	-0.191445	0.000000	9.027265	0.004778	1.6
331	-0.169677	0.000000	9.027265	0.007448	3.7
332	-0.182069	0.994682	8.619018	0.012386	1.4
333	-0.183689	1.994649	8.244204	0.015906	1.6
334	-0.163505	1.051116	8.596961	0.010004	1.4
335	-0.180113	0.107583	8.981255	0.008614	1.3
336	-0.200865	1.035073	8.603220	0.010212	1.5
337	-0.191429	2.035073	8.229736	0.002284	1.3
338	-0.186411	1.939748	8.263934	0.013979	1.4
339	-0.177146	1.115915	8.571772	0.008034	1.4
340	-0.179089	1.691760	8.354247	0.004780	1.5
341	-0.170231	2.678841	8.005990	0.009549	1.7
342	-0.174124	1.762058	8.328446	0.010091	1.4
343	-0.182480	2.762057	7.977953	0.002284	1.5
344	-0.196337	1.848518	8.296931	0.015040	1.4
345	-0.180441	2.844483	7.950375	0.008703	1.4
346	-0.183377	3.844469	7.630373	0.004876	1.4
347	-0.188674	2.904064	7.930558	0.017447	1.4
348	-0.200052	3.902261	7.612665	0.010838	1.4
349	-0.210972	4.902261	7.318765	0.002089	1.6
350	-0.196865	5.837931	7.063606	0.010719	1.5
351	-0.204293	5.107434	7.261249	0.003518	1.7
352	-0.166925	6.104051	6.994252	0.007735	1.8
353	-0.178843	7.083477	6.750324	0.013481	1.9
354	-0.164466	8.068990	6.521471	0.010739	1.4
355	-0.182738	7.125457	6.740249	0.010166	1.2
356	-0.193655	6.181924	6.974215	0.010360	1.3
357	-0.194021	5.248453	7.222238	0.010482	1.6
358	-0.174391	4.304920	7.491530	0.001990	1.3
359	-0.164361	3.441670	7.756122	0.006769	1.4
360	-0.186123	3.183569	7.838900	0.004346	1.5
361	-0.214856	2.253746	8.152346	0.005215	1.3
362	-0.208325	1.370093	8.474376	0.010859	1.5
363	-0.179201	0.426627	8.847523	0.021708	1.6
364	-0.185213	0.000000	9.027265	0.007044	1.5
365	-0.198783	0.000000	9.027265	0.011432	1.3
366	-0.165832	0.000000	9.027265	0.010752	1.4
367	-0.193897	0.853002	8.674899	0.008422	1.3
368	-0.197116	1.852995	8.295306	0.004406	1.4
369	-0.212544	2.283286	8.142003	0.013346	1.6
370	-0.190090	1.342161	8.484970	0.007357	3.8
371	-0.182066	0.398628	8.859099	0.009037	1.4
372	-0.183812	0.000000	9.027265	0.007428	1.4
373	-0.171967	0.724347	8.726273	0.001552	1.4
374	-0.187038	1.399652	8.463193	0.012192	1.8
375	-0.186443	1.326240	8.491021	0.012287	1.4
376	-0.169891	2.326240	8.127010	0.012090	1.5
377	-0.191346	1.382707	8.469600	0.012959	1.6
378	-0.186714	0.439174	8.842345	0.007234	1.4
379	-0.198547	0.000000	9.027265	0.005711	1.6
380	-0.192882	0.000000	9.027265	0.006375	1.6
381	-0.189736	0.974015	8.627125	0.007040	1.5
382	-0.194876	0.031344	9.013812	0.016053	1.4
383	-0.195694	0.000000	9.027265	0.005639	1.6
384	-0.191506	0.999999	8.616935	0.024662	1.6
385	-0.186320	0.056466	9.003057	0.002684	1.6
386	-0.189044	0.846829	8.677350	0.007882	1.5
387	-0.198548	1.791329	8.317750	0.006506	2.2
388	-0.198038	2.789158	7.968865	0.003910	1.9
389	-0.204220	2.540994	8.052871	0.006360	1.8
390	-0.223026	3.486735	7.741848	0.021756	1.4
391	-0.188910	2.543202	8.052115	0.004718	1.4
392	-0.215092	1.599669	8.388290	0.005339	1.5
393	-0.184702	0.783944	8.702399	0.003102	1.5
394	-0.182462	1.464148	8.438894	0.008005	1.4
395	-0.197154	2.434827	8.089352	0.009238	1.4
396	-0.193965	1.491304	8.428705	0.015786	1.6
397	-0.190897	2.491285	8.069911	0.005589	1.3
398	-0.189091	3.265922	7.812296	0.009758	1.9
399	-0.207814	3.943951	7.599942	0.003237	1.7
400	-0.185562	4.247374	7.508606	0.004047	1.5
401	-0.208504	4.875860	7.326233	0.008402	1.7
402	-0.198004	3.972162	7.591356	0.020586	1.4
403	-0.183671	3.083193	7.871572	0.007441	1.4
404	-0.195400	4.083193	7.557753	0.010199	1.4
405	-0.234678	3.139757	7.853127	0.013056	1.4
406	-0.187914	4.130848	7.543421	0.007602	1.8
407	-0.192023	5.129756	7.255046	0.007329	3.0
408	-0.180537	6.112386	6.992102	0.012315	1.4
409	-0.202723	5.169060	7.244149	0.007302	1.4
410	-0.186698	6.169060	6.977517	0.020323	1.5
411	-0.212183	7.169060	6.729815	0.006890	1.5
412	-0.169922	8.014147	6.533798	0.004304	1.5
413	-0.159368	8.936471	6.332496	0.008432	1.6
414	-0.193563	8.152318	6.502830	0.006862	1.4
415	-0.172904	7.209414	6.720188	0.007001	1.4
416	-0.198801	6.266599	6.952557	0.005691	1.4
417	-0.188885	5.661590	7.110325	0.023715	1.5
418	-0.169444	4.718057	7.371186	0.007816	1.6
419	-0.209695	3.774524	7.651916	0.007978	1.4
420	-0.191940	4.774408	7.355070	0.003867	1.5
421	-0.205513	3.849184	7.628925	0.010748	1.5
422	-0.185354	2.924048	7.923934	0.009175	1.5
423	-0.177716	3.924048	7.606010	0.010022	1.4
424	-0.184459	4.924048	7.312615	0.003839	1.3
425	-0.187585	4.020956	7.576552	0.016112	3.1
426	-0.173990	3.190795	7.836558	0.014940	2.3
427	-0.195657	2.247279	8.154613	0.011881	1.7
428	-0.177968	1.303746	8.499584	0.009041	1.4
429	-0.188380	0.611833	8.771703	0.007600	1.4
430	-0.203702	0.000000	9.027265	0.018798	1.4
431	-0.182754	0.000000	9.027265	0.008243	1.4
432	-0.179951	1.000000	8.616935	0.004843	1.4
433	-0.183611	1.524927	8.416124	0.007316	1.5
434	-0.212725	2.152860	8.187869	0.010441	1.4
435	-0.207792	1.209331	8.535717	0.007754	1.3
436	-0.186456	0.265799	8.914434	0.005292	1.3
437	-0.183935	0.000000	9.027265	0.005060	1.4
438	-0.208848	0.949733	8.636669	0.000714	1.6
439	-0.156429	0.888569	8.660803	0.002242	1.4
440	-0.193186	0.998964	8.617341	0.006363	1.4
441	-0.197988	0.754078	8.714347	0.009838	1.4
442	-0.171819	0.000000	9.027265	0.005139	1.4
443	-0.174945	0.000000	9.027265	0.005107	1.7
444	-0.162328	0.000000	9.027265	0.002826	1.4
445	-0.203795	0.000000	9.027265	0.019562	1.5
446	-0.202761	0.000000	9.027265	0.008856	1.7
447	-0.183452	1.000000	8.616935	0.018266	1.8
448	-0.190517	0.056467	9.003057	0.010001	1.5
449	-0.166383	0.000000	9.027265	0.014284	1.3
450	-0.157304	0.999730	8.617041	0.010133	1.5
451	-0.186008	1.999730	8.242383	0.003964	1.6
452	-0.192852	1.067993	8.590386	0.007737	1.2
453	-0.177642	0.874550	8.666353	0.007603	1.7
454	-0.220091	1.728969	8.340571	0.013110	1.4
455	-0.202457	2.728891	7.989104	0.006008	1.5
456	-0.176980	1.790034	8.318222	0.013560	1.7
457	-0.186203	2.790010	7.968579	0.002773	1.4
458	-0.212339	3.788000	7.647756	0.006537	1.4
459	-0.210803	2.907541	7.929405	0.006460	1.4
460	-0.195800	3.886110	7.617606	0.020697	1.4
461	-0.185880	4.881260	7.324704	0.013614	1.4
462	-0.205456	3.937727	7.601838	0.001297	1.3
463	-0.168773	3.262453	7.813413	0.002007	1.3
464	-0.196969	3.061128	7.878790	0.009323	2.0
465	-0.211641	2.451942	8.083449	0.012818	3.6
466	-0.196708	3.451942	7.752864	0.001919	1.3
467	-0.183225	4.408034	7.461127	0.004536	1.2
468	-0.193017	4.084931	7.557229	0.011789	1.3
469	-0.191227	3.143592	7.851879	0.012397	1.3
470	-0.198907	4.143345	7.539672	0.018871	1.2
471	-0.219389	3.199812	7.833638	0.006423	1.4
472	-0.227667	4.198992	7.523022	0.005635	1.3
473	-0.205355	3.264251	7.812834	0.011895	1.5
474	-0.194990	4.264235	7.503595	0.008209	1.4
475	-0.181258	5.190111	7.238326	0.011643	1.7
476	-0.199602	5.872699	7.054467	0.020954	1.5
477	-0.192842	6.487581	6.896663	0.007392	1.6
478	-0.186570	5.544048	7.141811	0.011665	1.6
479	-0.172244	4.600517	7.405029	0.002893	1.2
480	-0.200035	5.522615	7.147582	0.009035	1.3
481	-0.199926	5.751797	7.086349	0.005068	1.2
482	-0.196506	4.808801	7.345268	0.013278	1.3
483	-0.181372	3.865636	7.623878	0.004053	1.8
484	-0.189842	2.922265	7.924524	0.007373	1.7
485	-0.210616	1.988156	8.246533	0.012404	2.8
486	-0.191965	1.044624	8.599492	0.003710	1.4
487	-0.191089	0.148475	8.963888	0.017881	1.4
488	-0.175414	0.000000	9.027265	0.004220	1.4
489	-0.196963	0.021996	9.017820	0.009055	1.3
490	-0.206231	0.000000	9.027265	0.005110	1.4
491	-0.174205	0.000000	9.027265	0.005049	1.3
492	-0.206673	0.000000	9.027265	0.005089	1.3
493	-0.198768	0.956516	8.634000	0.004844	1.4
494	-0.217306	1.928202	8.268096	0.019771	1.6
495	-0.186140	0.987637	8.621780	0.005655	1.7
496	-0.201382	1.953048	8.259146	0.007581	1.7
497	-0.210740	2.947475	7.916182	0.017806	1.5
498	-0.189294	2.003941	8.240874	0.012241	1.5
499	-0.198022	3.003941	7.897560	0.009226	1.6
500	-0.178768	2.060408	8.220695	0.005746	1.6
501	-0.191266	1.215554	8.533326	0.007279	1.4
502	-0.203201	0.276737	8.909852	0.008372	1.4
503	-0.209332	1.276704	8.509902	0.006791	1.6
504	-0.229061	2.276147	8.144500	0.014251	1.4
505	-0.215609	3.276034	7.809042	0.005710	2.0
506	-0.218682	4.275998	7.500102	0.010328	1.4
507	-0.159517	4.546959	7.420553	0.011467	1.4
508	-0.174486	3.603426	7.705129	0.001815	1.3
509	-0.191404	4.495495	7.435532	0.011675	1.4
510	-0.176558	3.724682	7.667341	0.009445	1.4
511	-0.179894	4.724681	7.369288	0.013934	1.4
512	-0.178555	5.724670	7.093542	0.012311	1.3
513	-0.209976	6.724669	6.837686	0.008370	1.4
514	-0.185092	5.781138	7.078585	0.014150	1.4
