1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
157	-0.195540	2.656533	1.667557	0.021477	1.5
158	-0.234532	1.717901	1.736455	0.002301	1.4
159	-0.210234	1.528870	1.751025	0.032405	1.4
160	-0.213108	2.253730	1.696442	0.002680	1.6
161	-0.195320	1.817478	1.728877	0.016411	1.5
162	-0.197559	1.767997	1.732634	0.020586	1.8
163	-0.239093	1.070043	1.787428	0.007468	1.5
164	-0.211607	0.115955	1.868190	0.017501	1.9
165	-0.199987	1.059752	1.788262	0.006150	1.4
166	-0.234838	1.436226	1.758255	0.016304	1.5
167	-0.214902	0.565338	1.829260	0.013761	1.4
168	-0.216545	0.000000	1.878505	0.015153	1.4
169	-0.211832	0.000000	1.878505	0.015720	1.6
170	-0.204877	0.000000	1.878505	0.019478	1.5
171	-0.214510	0.942408	1.797825	0.022712	1.4
172	-0.209138	0.000000	1.878505	0.024554	1.4
173	-0.214186	0.000000	1.878505	0.009376	1.3
174	-0.216161	0.000000	1.878505	0.005597	1.6
175	-0.248670	0.481985	1.836358	0.003825	1.5
176	-0.193368	0.713305	1.816795	0.011974	1.5
177	-0.220421	0.484839	1.836114	0.036647	1.3
178	-0.224338	0.000000	1.878505	0.012849	1.4
179	-0.194771	0.000000	1.878505	0.017697	1.4
180	-0.217676	0.000000	1.878505	0.007173	1.5
181	-0.220876	0.548508	1.830689	0.015377	1.4
182	-0.193727	1.442415	1.757771	0.016810	1.4
183	-0.204543	1.552812	1.749166	0.018006	1.7
184	-0.185623	2.551899	1.674965	0.019192	2.0
185	-0.223006	3.551787	1.606751	0.013823	1.6
186	-0.202148	2.593159	1.672036	0.016956	1.4
187	-0.199303	3.586922	1.604455	0.008746	1.6
188	-0.197455	3.077657	1.638391	0.038914	1.6
189	-0.228610	3.011216	1.642924	0.022754	1.3
190	-0.197895	4.011216	1.577237	0.025027	1.4
191	-0.219007	5.011190	1.516602	0.002980	1.3
192	-0.208422	5.385712	1.495075	0.016531	1.3
193	-0.209421	5.963229	1.463052	0.009598	1.4
194	-0.219047	5.055474	1.514024	0.006308	1.6
195	-0.219783	5.331468	1.498155	0.020378	1.6
196	-0.207447	6.080350	1.456725	0.028911	1.6
197	-0.213102	5.103748	1.511224	0.006148	1.6
198	-0.191775	4.918119	1.522048	0.021922	1.5
199	-0.239816	5.620219	1.481904	0.020227	1.6
200	-0.216455	6.619442	1.428291	0.003651	2.9
201	-0.207077	6.221689	1.449161	0.016865	1.6
202	-0.214954	6.072132	1.457167	0.015336	1.7
203	-0.202051	6.893772	1.414245	0.018101	1.3
204	-0.196527	5.917596	1.465533	0.009917	1.5
205	-0.202880	5.013512	1.516466	0.012435	1.7
206	-0.229291	4.208605	1.564887	0.019196	1.3
207	-0.222588	3.233684	1.627842	0.011042	1.3
208	-0.203728	2.274308	1.694943	0.021880	1.3
209	-0.197782	3.216414	1.629003	0.008931	1.4
210	-0.231973	3.917056	1.583197	0.013680	1.3
211	-0.216076	4.794531	1.529340	0.003717	1.3
212	-0.220509	4.916805	1.522125	0.012290	2.0
213	-0.175745	4.468156	1.548939	0.007971	1.5
214	-0.193269	3.877481	1.585716	0.008976	1.6
215	-0.206098	3.158426	1.632913	0.020700	1.4
216	-0.220122	2.231725	1.698049	0.015399	1.6
217	-0.215298	2.904851	1.650235	0.015918	1.5
218	-0.232197	1.960206	1.718130	0.018925	1.4
219	-0.214740	0.992090	1.793764	0.035626	1.6
220	-0.194377	1.992089	1.715747	0.014086	1.4
221	-0.218354	1.014692	1.791922	0.018345	1.5
222	-0.187177	0.207137	1.860157	0.002842	1.8
223	-0.218988	0.679907	1.819593	0.011649	1.6
224	-0.214951	0.524557	1.832726	0.011294	1.3
225	-0.216954	1.475424	1.755189	0.012175	1.3
226	-0.236278	1.810683	1.729392	0.026013	1.5
227	-0.221166	2.809766	1.656825	0.010584	1.6
228	-0.224869	3.801113	1.590599	0.015479	1.6
229	-0.218213	2.899206	1.650625	0.014328	1.6
230	-0.199817	3.864969	1.586514	0.017925	1.3
231	-0.223950	4.063373	1.573955	0.018532	1.3
232	-0.215400	5.061642	1.513666	0.015262	1.3
233	-0.225424	5.705864	1.477152	0.011075	1.4
234	-0.214427	4.781286	1.530126	0.009166	1.5
235	-0.204573	4.403456	1.552884	0.018669	1.5
236	-0.202864	4.619217	1.539806	0.029191	1.5
237	-0.203863	3.641810	1.600881	0.006585	1.3
238	-0.192868	4.504930	1.546705	0.035807	1.3
239	-0.207132	3.532250	1.608031	0.015423	1.4
240	-0.200032	2.555319	1.674722	0.009855	1.7
241	-0.226818	1.814229	1.729123	0.005020	1.7
242	-0.222883	1.237547	1.773964	0.003108	2.8
243	-0.199237	1.131286	1.782482	0.018174	1.7
244	-0.208866	1.514953	1.752107	0.015336	1.4
245	-0.214785	2.512178	1.677795	0.009468	1.3
246	-0.215182	3.274080	1.625133	0.013671	1.6
247	-0.211033	3.655766	1.599975	0.006467	1.4
248	-0.235308	4.345493	1.556435	0.012354	1.7
249	-0.198254	4.547916	1.544103	0.029876	1.5
250	-0.201970	3.572522	1.605395	0.007131	1.4
251	-0.217774	3.494739	1.610493	0.004617	1.6
252	-0.224052	3.523518	1.608603	0.022899	1.4
253	-0.212511	4.168781	1.567363	0.023674	1.4
254	-0.207481	3.195571	1.630406	0.015198	1.4
255	-0.210118	4.194822	1.565743	0.024735	1.4
256	-0.203824	3.217458	1.628933	0.003370	1.4
257	-0.214939	2.620419	1.670106	0.008010	1.3
258	-0.204473	2.660844	1.667253	0.012691	1.4
259	-0.222681	1.788431	1.731081	0.011023	1.5
260	-0.211734	0.884233	1.802604	0.025077	3.6
261	-0.205929	0.242675	1.857046	0.009102	1.5
262	-0.234931	1.221924	1.775211	0.033147	1.4
263	-0.224069	0.738858	1.814659	0.012650	1.3
264	-0.237624	0.000000	1.878505	0.017357	1.3
265	-0.196276	0.994629	1.793557	0.011105	1.5
266	-0.196365	1.475798	1.755160	0.010778	1.5
267	-0.232951	0.901391	1.801192	0.039816	1.3
268	-0.187864	1.901250	1.722553	0.003680	1.5
269	-0.194316	1.609211	1.744803	0.015080	1.4
270	-0.199759	1.235872	1.774098	0.012888	1.6
271	-0.196851	0.266981	1.854923	0.026620	1.4
272	-0.204192	1.266255	1.771677	0.004393	1.4
273	-0.222464	0.368664	1.846096	0.033921	1.3
274	-0.223893	1.229092	1.774639	0.015479	1.2
275	-0.213889	2.229091	1.698242	0.035937	1.5
276	-0.202574	3.229091	1.628151	0.036978	1.5
277	-0.199730	4.229091	1.563616	0.008099	1.4
278	-0.226525	3.253342	1.626523	0.014271	1.4
279	-0.218895	4.015869	1.576944	0.007868	1.4
280	-0.245138	3.128607	1.634931	0.020885	1.7
281	-0.201127	4.099887	1.571665	0.011995	1.5
282	-0.222811	4.591489	1.541474	0.009288	1.4
283	-0.237695	5.456157	1.491094	0.009267	1.4
284	-0.205571	5.850219	1.469210	0.015233	1.8
285	-0.190622	4.915377	1.522209	0.006928	1.6
286	-0.192238	5.738597	1.475343	0.020064	1.4
287	-0.201732	6.248346	1.447743	0.015954	1.3
288	-0.207053	5.825492	1.470564	0.005748	1.4
289	-0.220852	6.679347	1.425200	0.016371	1.4
290	-0.212544	7.487315	1.384778	0.011768	1.5
291	-0.243934	6.526874	1.433095	0.002325	1.3
292	-0.211617	6.268147	1.446692	0.016500	1.4
293	-0.201759	6.625014	1.428003	0.009497	1.3
294	-0.215587	7.378642	1.390081	0.013106	1.3
295	-0.245797	7.914427	1.364323	0.010809	1.3
296	-0.190056	7.443227	1.386925	0.021974	1.3
297	-0.217540	6.656616	1.426372	0.015620	1.4
298	-0.187924	7.655415	1.376655	0.008232	6.1
299	-0.218822	8.552375	1.334871	0.005549	1.5
300	-0.203558	8.217508	1.350170	0.007199	1.4
301	-0.225793	8.426488	1.340582	0.012991	1.4
302	-0.189252	8.070216	1.357011	0.042572	1.4
303	-0.190679	9.070215	1.311883	0.008565	1.3
304	-0.204775	8.093462	1.355927	0.005475	1.3
305	-0.208089	8.152567	1.353178	0.005948	1.4
306	-0.243586	8.125911	1.354417	0.032552	1.4
307	-0.215160	8.349557	1.344096	0.020539	1.3
308	-0.242357	9.223043	1.305250	0.014691	1.4
309	-0.200848	10.213562	1.263829	0.019481	1.7
310	-0.196849	9.236962	1.304649	0.009107	1.3
311	-0.231194	10.202758	1.264267	0.013141	1.4
312	-0.232025	11.139265	1.227427	0.006883	1.5
313	-0.218450	11.962693	1.196766	0.013440	1.4
314	-0.209108	11.975029	1.196318	0.016026	1.4
315	-0.237065	11.168990	1.226293	0.012521	1.4
316	-0.205725	12.161690	1.189584	0.018687	1.9
317	-0.220661	13.132001	1.155766	0.003569	2.6
318	-0.206326	13.677022	1.137601	0.015942	1.8
319	-0.245251	14.075610	1.124674	0.014661	1.4
320	-0.229298	13.182541	1.154057	0.020919	1.4
321	-0.221821	12.269434	1.185731	0.013490	1.5
322	-0.237166	13.262267	1.151372	0.009204	1.5
323	-0.185205	12.812513	1.166687	0.010637	1.4
324	-0.193184	12.122962	1.190975	0.015942	1.3
325	-0.213521	11.636861	1.208714	0.003949	1.3
326	-0.222319	12.205060	1.188030	0.034336	1.5
327	-0.218233	13.127275	1.155926	0.014654	1.5
328	-0.237542	12.149870	1.190008	0.022959	1.7
329	-0.202342	13.149574	1.155172	0.043482	1.6
330	-0.216567	12.179818	1.188934	0.029804	1.3
331	-0.217095	13.179818	1.154149	0.020179	1.4
332	-0.240992	12.202579	1.188119	0.018929	1.4
333	-0.202878	13.198658	1.153514	0.017477	1.5
334	-0.222033	12.226567	1.187261	0.022293	1.4
335	-0.235603	11.249415	1.223235	0.034839	1.7
336	-0.248725	12.249415	1.186445	0.002469	1.7
337	-0.235723	12.052990	1.193496	0.007692	2.9
338	-0.240614	12.119485	1.191100	0.008278	1.5
339	-0.209821	12.510667	1.177196	0.008671	1.5
340	-0.206545	11.778235	1.203500	0.020927	1.4
341	-0.215309	12.347253	1.182964	0.004086	1.6
342	-0.227370	11.648243	1.208292	0.032298	1.4
343	-0.206468	11.853042	1.200760	0.008056	1.3
344	-0.211100	10.887635	1.237113	0.020792	1.4
345	-0.225263	10.028598	1.271363	0.017063	1.7
346	-0.215069	9.051432	1.312703	0.026794	1.6
347	-0.203422	10.045231	1.270682	0.003781	1.4
348	-0.224503	10.085865	1.269021	0.012847	1.5
349	-0.204732	10.581002	1.249125	0.017907	1.5
350	-0.205859	9.636072	1.287652	0.021162	1.4
351	-0.217106	8.666942	1.329716	0.022003	1.5
352	-0.207818	9.666939	1.286356	0.008983	1.5
353	-0.206765	10.070958	1.269630	0.013496	4.1
354	-0.219854	9.324083	1.300900	0.020577	1.7
355	-0.222124	9.666789	1.286363	0.018945	1.7
356	-0.198300	8.689710	1.328697	0.018879	1.5
357	-0.217489	9.689514	1.285410	0.020687	1.5
358	-0.194938	9.451247	1.295468	0.004156	1.7
359	-0.241771	8.649826	1.330484	0.019745	1.5
360	-0.201623	9.439602	1.295964	0.030187	1.3
361	-0.214731	8.831286	1.322391	0.014192	1.5
362	-0.218699	9.831237	1.279502	0.018093	1.4
363	-0.210365	10.460721	1.253901	0.044250	1.3
364	-0.204750	11.460719	1.215272	0.017266	1.3
365	-0.201756	10.483312	1.253001	0.018342	1.3
366	-0.215898	9.506698	1.293113	0.008980	1.3
367	-0.211143	10.328171	1.259206	0.010400	1.3
368	-0.218575	10.804620	1.240342	0.021439	1.3
369	-0.200808	11.737623	1.204993	0.036673	1.4
370	-0.237826	12.737623	1.169277	0.036409	1.3
371	-0.215817	13.737623	1.135616	0.011995	1.6
372	-0.175420	12.760244	1.168493	0.017377	1.8
373	-0.202821	13.748475	1.135262	0.009356	3.5
374	-0.253510	12.788817	1.167505	0.017461	1.4
375	-0.219493	13.721261	1.136152	0.018317	1.4
376	-0.204416	14.499124	1.111256	0.029421	1.6
377	-0.209732	15.499117	1.080810	0.021206	1.6
378	-0.203756	14.521711	1.110549	0.030367	1.4
379	-0.205587	15.167040	1.090734	0.007109	1.4
380	-0.236287	14.198602	1.120744	0.017694	1.3
381	-0.209510	13.455599	1.144912	0.007520	1.4
382	-0.204033	12.629235	1.173045	0.025584	1.7
383	-0.215308	11.660559	1.207836	0.010414	1.4
384	-0.201189	10.899591	1.236650	0.009643	1.4
385	-0.203084	10.030592	1.271281	0.011876	1.3
386	-0.208132	9.595084	1.289378	0.019276	1.2
387	-0.205357	10.570169	1.249553	0.021705	1.3
388	-0.242373	11.570154	1.211189	0.019381	1.4
389	-0.198774	10.775153	1.241493	0.004316	1.4
390	-0.204941	11.379662	1.218315	0.031687	1.3
391	-0.186640	11.100114	1.228924	0.018005	1.5
392	-0.209763	12.100114	1.191797	0.008311	2.0
393	-0.231803	13.002482	1.160169	0.028163	2.4
394	-0.224919	12.123829	1.190944	0.014255	1.4
395	-0.203318	13.122365	1.156093	0.004673	1.4
396	-0.231687	13.560567	1.141434	0.010074	1.5
397	-0.219135	13.936124	1.129164	0.021475	1.5
398	-0.218080	12.974455	1.161126	0.028165	1.7
399	-0.204733	12.020108	1.194685	0.006393	1.3
400	-0.192403	12.159580	1.189660	0.012066	1.4
401	-0.200665	11.591915	1.210380	0.010007	1.4
402	-0.236653	11.890553	1.199390	0.006295	1.4
403	-0.241263	11.302165	1.221237	0.008834	1.6
404	-0.206427	11.747104	1.204644	0.020360	1.7
405	-0.205968	12.729305	1.169565	0.012690	1.7
406	-0.212188	11.759740	1.204180	0.012675	1.5
407	-0.222954	12.731881	1.169476	0.006450	1.6
408	-0.227513	12.042359	1.193880	0.033000	1.4
409	-0.216379	13.036893	1.158996	0.017088	1.4
410	-0.204820	12.059488	1.193262	0.016127	1.6
411	-0.217737	11.098488	1.228987	0.009418	1.7
412	-0.211054	11.217462	1.224448	0.027511	2.0
413	-0.214547	10.243951	1.262600	0.005728	1.5
414	-0.239879	10.056919	1.270204	0.004167	1.6
415	-0.216393	10.161024	1.265960	0.008508	1.2
416	-0.186119	10.616760	1.247712	0.021189	1.7
417	-0.177245	9.803253	1.280664	0.028478	1.4
418	-0.226429	10.803252	1.240396	0.006512	1.5
419	-0.183909	9.853393	1.278583	0.015872	1.5
420	-0.191261	10.123961	1.267468	0.003560	1.3
421	-0.239359	10.071242	1.269618	0.006162	1.7
422	-0.192379	9.977837	1.273446	0.005793	1.5
423	-0.225973	9.919373	1.275854	0.012174	1.3
424	-0.237494	10.607553	1.248076	0.025697	1.3
425	-0.217246	9.631007	1.287865	0.030441	1.3
426	-0.198127	10.631007	1.247150	0.021496	1.3
427	-0.206212	11.631007	1.208930	0.020022	1.4
428	-0.234383	10.654062	1.246242	0.019021	1.4
429	-0.191229	11.654004	1.208079	0.024515	1.3
430	-0.187631	10.676635	1.245354	0.017753	1.4
431	-0.197485	11.597085	1.210188	0.012900	4.0
432	-0.186723	10.622849	1.247472	0.018748	1.6
433	-0.212961	11.586714	1.210574	0.011413	1.5
434	-0.182592	12.550567	1.175796	0.005644	1.3
435	-0.214352	12.836234	1.165869	0.011384	1.3
436	-0.235646	12.461981	1.178909	0.004986	1.3
437	-0.196329	13.063557	1.158089	0.006224	1.3
438	-0.207823	12.955256	1.161782	0.018994	1.5
439	-0.209261	12.557148	1.175565	0.007617	1.3
440	-0.222676	13.484324	1.143958	0.004182	1.3
441	-0.245775	13.269948	1.151114	0.029727	1.7
442	-0.213330	14.161154	1.121937	0.024897	1.7
443	-0.221177	13.183747	1.154017	0.013998	1.4
444	-0.212104	14.182949	1.121242	0.018337	1.3
445	-0.233979	15.180673	1.090323	0.009077	1.4
446	-0.213481	16.141044	1.062130	0.012513	1.5
447	-0.187885	15.706591	1.074701	0.010784	1.6
448	-0.261649	16.622027	1.048551	0.011291	1.4
449	-0.199339	15.781160	1.072522	0.031018	1.4
450	-0.238366	14.853288	1.100279	0.010765	1.9
451	-0.211540	13.876011	1.131110	0.017671	1.7
452	-0.211823	12.906823	1.163442	0.014244	1.6
453	-0.210587	13.898046	1.130396	0.019501	1.4
454	-0.207916	14.875421	1.099600	0.010525	1.5
455	-0.229700	13.937326	1.129125	0.018245	1.4
456	-0.225137	13.032396	1.159149	0.019381	1.4
457	-0.216213	14.032289	1.126064	0.011003	1.3
458	-0.208792	14.964711	1.096870	0.009254	1.4
459	-0.203577	15.838102	1.070864	0.005949	1.7
460	-0.226441	15.383787	1.084236	0.033080	1.5
461	-0.216879	14.481319	1.111814	0.008354	1.5
462	-0.190471	15.166537	1.090749	0.023898	1.4
463	-0.217670	14.248815	1.119147	0.014923	1.4
464	-0.201319	15.245359	1.088377	0.020463	1.4
465	-0.223514	16.244361	1.059184	0.012870	1.5
466	-0.205797	15.769953	1.072849	0.041843	1.4
467	-0.212802	16.769952	1.044444	0.018126	1.3
468	-0.235178	17.769945	1.017505	0.026520	1.6
469	-0.230750	18.769939	0.991920	0.003629	2.2
470	-0.216138	18.364596	1.002134	0.013368	2.9
471	-0.220356	17.774564	1.017384	0.014770	1.6
472	-0.226367	18.102452	1.008853	0.004577	1.7
473	-0.214348	18.443700	1.000125	0.012292	1.6
474	-0.216371	19.058197	0.984783	0.032019	1.5
475	-0.197447	20.058173	0.960798	0.016493	1.5
476	-0.224916	21.058172	0.937954	0.010344	1.2
477	-0.212545	20.126332	0.959206	0.012104	1.2
478	-0.238833	21.003549	0.939173	0.012631	1.3
479	-0.213554	20.056593	0.960835	0.014792	1.8
480	-0.212830	19.114433	0.983402	0.034964	1.6
481	-0.242835	20.114425	0.959484	0.006718	1.4
482	-0.219813	19.148003	0.982580	0.011266	1.3
483	-0.247003	18.781329	0.991636	0.029959	1.3
484	-0.198757	17.804631	1.016596	0.006920	1.2
485	-0.197462	17.966190	1.012381	0.020212	1.2
486	-0.201678	18.921839	0.988146	0.015226	1.2
487	-0.203779	17.945447	1.012920	0.016111	1.2
488	-0.197277	16.980831	1.038645	0.010872	1.6
489	-0.231294	17.187708	1.033019	0.026244	1.5
490	-0.215367	18.186851	1.006680	0.011432	2.3
491	-0.219892	17.210387	1.032406	0.009492	1.8
492	-0.223604	18.004219	1.011394	0.009602	1.2
493	-0.245954	18.864835	0.989559	0.035005	1.5
494	-0.226043	19.859479	0.965470	0.008693	1.5
495	-0.198251	18.960070	0.987201	0.004415	1.6
496	-0.200991	19.223484	0.980736	0.010182	1.6
497	-0.198066	19.344911	0.977784	0.008670	1.3
498	-0.218292	18.921377	0.988158	0.006272	1.4
499	-0.232558	19.156081	0.982382	0.015742	1.4
500	-0.228651	18.564312	0.997076	0.015395	1.5
501	-0.197206	17.994313	1.011650	0.041685	1.6
502	-0.226717	18.608599	0.995961	0.024646	1.5
503	-0.195351	17.631192	1.021160	0.015715	1.5
504	-0.240235	18.172555	1.007047	0.020586	1.3
505	-0.189907	19.126655	0.983102	0.005644	1.3
506	-0.186539	19.933197	0.963732	0.005018	1.4
507	-0.231709	19.598283	0.971682	0.012523	1.5
508	-0.225247	19.001181	0.986186	0.030731	2.3
509	-0.212234	18.023805	1.010886	0.020979	1.8
510	-0.200113	19.023805	0.985629	0.009916	1.5
511	-0.218428	18.591234	0.996398	0.015760	1.8
512	-0.201109	17.697603	1.019407	0.013823	1.5
513	-0.229246	18.491711	0.998909	0.007656	1.2
514	-0.244352	18.440490	1.000206	0.005347	1.4
